Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
,16-03-2025,2.1,Other,10000,16000,13000
,17-03-2025,2.4,Other,5000,11000,8000
,18-03-2025,2,Other,4000,11000,7500
,19-03-2025,2.5,Other,3000,11000,7000
,22-03-2025,3.9,Other,3500,8500,6000
,23-03-2025,4.1,Other,4500,9000,6750
,24-03-2025,4,Other,6000,13000,9500
,25-03-2025,2.1,Other,4000,15000,9500
,26-03-2025,3.2,Other,4000,10500,7250
,27-03-2025,3.4,Other,1200,1600,1400
,29-03-2025,1.5,Other,3000,9000,6000
,30-03-2025,0.8,Other,3000,11000,7000
Jalana,06-03-2025,1.3,Other,2500,15000,8000
,20-03-2025,0.9,Other,2500,14000,8000
,24-03-2025,0.8,Other,2500,15000,8000
,26-03-2025,0.7,Other,2500,15000,8000
Jalgaon,04-03-2025,0.4,Other,15000,15000,15000
,07-03-2025,1.4,Other,10000,17000,13500
,11-03-2025,0.5,Other,18000,18000,18000
,15-03-2025,1,Other,10000,16000,13000
,18-03-2025,1,Other,10000,16000,13000
,22-03-2025,0.7,Other,5000,16000,10500
,25-03-2025,0.8,Other,1000,7000,6000
,28-03-2025,1.4,Other,10000,16000,13000
Mumbai- Fruit Market,01-03-2025,67.9,Other,8000,16000,12000
,03-03-2025,1.7,Other,8000,16000,12000
,04-03-2025,64.1,Other,8000,15000,11500
,05-03-2025,39.9,Other,8000,14000,11000
,06-03-2025,44.5,Other,8000,14000,11000
,07-03-2025,41.6,Other,8000,14000,11000
,08-03-2025,21.2,Other,8000,16000,12000
,10-03-2025,4.7,Other,8000,16000,12000
,11-03-2025,34,Other,8000,15000,11500
,12-03-2025,48.1,Other,8000,14000,11000
,13-03-2025,43,Other,8000,15000,11500
,15-03-2025,21.9,Other,8000,16000,12000
,17-03-2025,1.3,Other,10000,18000,14000
,18-03-2025,28.5,Other,10000,18000,14000
,19-03-2025,62.4,Other,8000,16000,12000
,20-03-2025,69.6,Other,10000,18000,14000
,21-03-2025,188,Other,10000,16000,13000
,22-03-2025,78,Other,10000,18000,14000
,24-03-2025,16.1,Other,10000,18000,14000
,25-03-2025,19.5,Other,10000,16000,13000
,26-03-2025,36.6,Other,8000,16000,12000
,27-03-2025,44.6,Other,8000,15000,11500
,28-03-2025,49.5,Other,8000,15000,11500
,31-03-2025,4.5,Other,8000,15000,11500
Nagpur,01-03-2025,2,Other,2000,6000,5000
,04-03-2025,78.5,Other,6000,7000,6750
,07-03-2025,104.5,Other,2000,6000,5000
,10-03-2025,101.7,Other,2000,6000,5000
,11-03-2025,79.6,Other,2000,6000,5500
,12-03-2025,63.3,Other,2000,6000,5000
,13-03-2025,5.4,Other,2000,6000,5000
,15-03-2025,5,Other,2000,6000,5000
,17-03-2025,63.3,Other,2000,6000,5000
,18-03-2025,42.9,Other,2000,6000,5000
,19-03-2025,120.4,Other,2000,6000,5000
,20-03-2025,10.5,Other,2000,6000,5000
,21-03-2025,142,Other,2000,6000,5000
,22-03-2025,36.9,Other,2000,6000,5000
,24-03-2025,154.2,Other,2000,6000,5000
,25-03-2025,76,Other,6000,7000,6750
,26-03-2025,76.9,Other,2000,6000,5000
,27-03-2025,16.1,Other,2000,6000,5000
,29-03-2025,19.6,Other,2000,6000,5000
,31-03-2025,81.2,Other,2000,6000,5000
Nampur,03-03-2025,526,Other,100,2750,1200
,04-03-2025,870,Other,100,2500,1450
,05-03-2025,984,Other,100,2600,1250
,06-03-2025,780,Other,100,2500,1450
,11-03-2025,400,Other,100,2325,1625
,17-03-2025,1100,Other,75,2600,1250
,18-03-2025,1000,Other,70,2500,1200
,20-03-2025,1319.4,Other,100,2325,1100
,24-03-2025,11.4,Other,50,2200,1300
,25-03-2025,13,Other,50,2000,1250
Nasik,01-03-2025,5.9,Other,3550,18500,9000
,03-03-2025,4.7,Other,2500,14000,8000
,04-03-2025,4.3,Other,2000,14000,8650
,05-03-2025,4,Other,3500,13750,8300
,07-03-2025,1.1,Other,6500,17500,11500
,08-03-2025,5,Other,1750,14000,8000
,10-03-2025,9.2,Other,1550,15500,8500
,11-03-2025,5.8,Other,2500,17000,9000
,12-03-2025,2.7,Other,1825,8000,5650
,13-03-2025,1.2,Other,3000,14000,6500
,15-03-2025,4.4,Other,3500,14000,7000
,17-03-2025,12.5,Other,2000,15000,7000
,18-03-2025,9.2,Other,2500,12000,6050
,19-03-2025,7.2,Other,2300,14000,7000
,20-03-2025,0.8,Other,2500,10500,7300
,21-03-2025,2.9,Other,1800,15000,8250
,22-03-2025,8.3,Other,2000,16000,7750
,24-03-2025,5.5,Other,3250,16000,9025
,25-03-2025,5.5,Other,2325,11500,6000
,26-03-2025,8.6,Other,3500,15300,7500
,28-03-2025,6.5,Other,1750,13500,7000
,29-03-2025,3.3,Other,2400,12500,6350
,31-03-2025,3.5,Other,2000,13500,7125
Pune,02-03-2025,53,Other,1500,15000,8200
,03-03-2025,19,Other,1000,15000,8000
,04-03-2025,12.7,Other,2000,15000,8500
,05-03-2025,16.5,Other,1500,15000,8200
,06-03-2025,15.4,Other,2500,15000,8700
,07-03-2025,14.5,Other,1500,15000,8200
,09-03-2025,35.2,Other,1500,15000,8200
,10-03-2025,10.8,Other,1500,16000,8700
,11-03-2025,16.2,Other,2500,15000,8700
,12-03-2025,13.8,Other,2500,15000,8700
,13-03-2025,9.1,Other,2500,15000,8700
,14-03-2025,6.1,Other,2000,15000,8500
,16-03-2025,54.2,Other,2000,15000,8500
,17-03-2025,10.8,Other,2000,15000,8500
,18-03-2025,26.6,Other,1500,15000,8200
,19-03-2025,16.6,Other,2500,15000,8700
,20-03-2025,15.6,Other,2000,10000,7000
,21-03-2025,28.4,Other,3000,15000,9000
,23-03-2025,26.2,Other,1500,15000,8200
,24-03-2025,25.1,Other,2500,15000,8700
,25-03-2025,33,Other,2500,15000,8700
,26-03-2025,10.7,Other,1500,15000,8200
,27-03-2025,13.2,Other,2000,15000,8500
,28-03-2025,16.3,Other,1500,15000,8200
,30-03-2025,16.4,Other,3000,15000,9000
,31-03-2025,2.4,Other,2500,15000,8700
Pune(Moshi),01-03-2025,0.4,Other,10000,12000,11000
,02-03-2025,0.4,Other,12000,12000,12000
,03-03-2025,0.5,Other,12000,12000,12000
,04-03-2025,0.5,Other,12000,12000,12000
,06-03-2025,0.6,Other,12000,12000,12000
,07-03-2025,0.8,Other,9000,10000,9500
,08-03-2025,0.2,Other,9000,10000,9500
,09-03-2025,0.5,Other,9000,9000,9000
,10-03-2025,0.4,Other,7000,9000,8000
,11-03-2025,0.5,Other,12000,12000,12000
,13-03-2025,0.5,Other,12000,12000,12000
,15-03-2025,0.4,Other,11000,12000,11500
,16-03-2025,0.6,Other,13500,13500,13500
,17-03-2025,0.2,Other,12000,12000,12000
,18-03-2025,0.7,Other,12000,12000,12000
,20-03-2025,0.6,Other,12000,12000,12000
,21-03-2025,0.6,Other,10000,12000,11000
,22-03-2025,0.4,Other,10000,12000,11000
,23-03-2025,0.3,Other,12000,12000,12000
,24-03-2025,0.4,Other,12000,12000,12000
,25-03-2025,0.4,Other,12000,12000,12000
,27-03-2025,0.7,Other,12000,12000,12000
,28-03-2025,0.6,Other,12000,12000,12000
,30-03-2025,0.5,Other,10000,12000,11000
Rahata,09-03-2025,3.3,Other,500,9750,7500
,10-03-2025,0.4,Other,500,2500,1500
,11-03-2025,0.6,Other,500,8500,6500
,16-03-2025,1.5,Other,500,9500,5000
,18-03-2025,0.3,Other,1000,7000,4000
,19-03-2025,1,Other,1500,13500,7500
,21-03-2025,0.8,Other,1000,7000,5000
,23-03-2025,3.3,Other,500,14500,8000
,24-03-2025,0.3,Other,500,6000,3000
,25-03-2025,0.4,Other,500,6000,3000
,26-03-2025,0.3,Other,500,17000,8000
,28-03-2025,2.6,Other,1000,14000,7000
,30-03-2025,1.3,Other,500,15500,7500
Rahuri,10-03-2025,0.6,Other,500,15000,7750
,13-03-2025,0.2,Other,500,16000,8250
,15-03-2025,0.4,Other,1500,15500,8500
,29-03-2025,0.3,Other,1000,18100,9550
"Sangli(Phale, Bhajipura Market)",01-03-2025,3.6,Other,5000,16000,10500
,03-03-2025,5.1,Other,3000,15000,9000
,04-03-2025,0.4,Other,5000,15000,10000
,05-03-2025,3.8,Other,4000,16000,10000
,07-03-2025,2.6,Other,4000,15000,9500
,08-03-2025,2.9,Other,4000,16000,10000
,10-03-2025,4.4,Other,4500,15500,10000
,12-03-2025,7.2,Other,5000,15000,10000
,13-03-2025,0.8,Other,5000,13000,9000
,15-03-2025,4.8,Other,5000,15000,10000
,19-03-2025,4.1,Other,5000,14000,9500
,21-03-2025,2,Other,5000,14000,9500
,22-03-2025,1.5,Other,6000,16000,11000
,24-03-2025,3.6,Other,5000,15000,10000
,26-03-2025,6.7,Other,5000,14000,9500
,27-03-2025,0.2,Other,5000,15000,10000
,28-03-2025,1.6,Other,5000,14000,9500
,29-03-2025,3.6,Other,5000,15000,10000
Sangola,01-03-2025,32.6,Other,3000,12800,7900
,03-03-2025,6.3,Other,3500,16100,9800
,04-03-2025,6.8,Other,4500,13500,9000
,05-03-2025,4.4,Other,4300,16000,10100
,06-03-2025,4.1,Other,3000,18100,10500
,07-03-2025,3.5,Other,3000,13500,8300
,08-03-2025,6.8,Other,4500,11500,8000
,10-03-2025,5.4,Other,3500,16100,9800
,11-03-2025,7.7,Other,4500,14500,9500
,12-03-2025,5.4,Other,5500,16500,11000
,13-03-2025,4.9,Other,5500,16100,10800
,14-03-2025,5.4,Other,3500,16500,10000
,15-03-2025,8.6,Other,4500,14400,9500
,17-03-2025,8.9,Other,4500,16000,10200
,18-03-2025,13.4,Other,3600,16100,9800
,19-03-2025,7.7,Other,4500,16000,10200
,20-03-2025,10.3,Other,6000,15700,10800
,21-03-2025,13.1,Other,3000,15700,9300
,22-03-2025,21.5,Other,5500,18100,11800
,24-03-2025,18.5,Other,4500,17500,11000
,25-03-2025,15.2,Other,5000,22100,13500
,26-03-2025,10.4,Other,3500,21500,12500
,27-03-2025,12.1,Other,4500,16100,10300
,28-03-2025,11.9,Other,4500,11800,8100
,29-03-2025,6.8,Other,6000,17100,11500
,31-03-2025,4.3,Other,3500,12000,7700
Satana,04-03-2025,4.9,Other,1250,9255,7625
,22-03-2025,9,Other,1250,11255,8750
,23-03-2025,8.7,Other,1200,11125,8900
Solapur,01-03-2025,8.9,Other,1500,23000,6000
,03-03-2025,10.1,Other,1500,24500,6500
,04-03-2025,12.3,Other,1000,16000,5500
,05-03-2025,8.9,Other,1000,23000,6200
,06-03-2025,9.8,Other,1000,20500,6000
,07-03-2025,4.3,Other,1000,11000,5000
,08-03-2025,12.3,Other,1000,22000,6000
,10-03-2025,10.6,Other,1000,16500,4800
,11-03-2025,6.8,Other,1000,15000,5100
,12-03-2025,8.7,Other,1000,16000,6000
,13-03-2025,8.8,Other,1000,14500,5500
,15-03-2025,11.5,Other,1000,16000,5000
,17-03-2025,15.4,Other,1000,14100,4600
,18-03-2025,13.8,Other,1000,20000,6000
,20-03-2025,13.4,Other,1000,18000,5500
,21-03-2025,16.7,Other,1000,16000,5200
,22-03-2025,11.3,Other,1100,15000,5100
,24-03-2025,14.5,Other,1500,17500,5500
,25-03-2025,13.6,Other,1000,16000,5100
,26-03-2025,12,Other,1500,15000,4800
,27-03-2025,19.1,Other,1000,14500,4700
,28-03-2025,16,Other,900,7500,3000
,29-03-2025,1.6,Other,1000,14500,5000
,28-03-2025,16,Other,900,7500,3000
,29-03-2025,1.6,Other,1000,14500,5000
