Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
,19-03-2025,0.7,Other,3000,5000,4000
,21-03-2025,0.4,Other,3000,3500,3200
,22-03-2025,0.6,Other,2000,4000,3000
,23-03-2025,0.5,Other,2000,4000,3000
,25-03-2025,0.3,Other,2000,4000,3000
,26-03-2025,0.4,Other,2000,4000,3000
,28-03-2025,0.4,Other,2000,4000,3000
,29-03-2025,0.9,Other,3000,5000,4000
,31-03-2025,0.4,Other,4000,6000,5000
Rahata,02-03-2025,0.4,Other,2000,4000,3000
,27-03-2025,0.1,Other,1000,1000,1000
Rahuri,04-03-2025,0.3,Other,2500,3000,2750
,10-03-2025,0.4,Other,200,1000,600
,13-03-2025,0.2,Other,500,1500,1000
,15-03-2025,0.4,Other,700,1500,1100
,30-03-2025,0.2,Other,800,1300,1050
"Sangli(Phale, Bhajipura Market)",01-03-2025,9.6,Other,2500,6500,4500
,03-03-2025,4.5,Other,2000,5000,3500
,05-03-2025,6.4,Other,2000,6000,4000
,06-03-2025,0.4,Other,2000,6000,4000
,07-03-2025,0.5,Other,2000,5000,3500
,08-03-2025,10.9,Other,1500,4500,3000
,10-03-2025,6.5,Other,2000,5000,3500
,12-03-2025,5.1,Other,1500,4500,3000
,13-03-2025,0.9,Other,2000,4000,3000
,15-03-2025,8.3,Other,1500,4500,3000
,17-03-2025,6.2,Other,2000,4000,3000
,18-03-2025,0.4,Other,2000,4000,3000
,19-03-2025,9.4,Other,2500,3500,3000
,20-03-2025,0.4,Other,2000,3500,2750
,21-03-2025,0.5,Other,2000,4000,3000
,22-03-2025,8,Other,1500,3000,2250
,24-03-2025,3,Other,2000,6000,4000
,26-03-2025,9.8,Other,3000,5000,4000
,27-03-2025,0.8,Other,2000,4000,3000
,28-03-2025,1.9,Other,2500,4500,3500
,29-03-2025,5.5,Other,2000,6000,4000
Shrirampur,01-03-2025,0.3,Other,2000,3000,2550
,05-03-2025,0.3,Other,800,1200,1000
,12-03-2025,0.4,Other,800,1000,900
,15-03-2025,0.3,Other,1000,1500,1250
Solapur,01-03-2025,5.6,Other,500,1500,1300
,03-03-2025,8,Other,500,1500,1200
,04-03-2025,4.1,Other,500,1500,1000
,05-03-2025,2.7,Other,500,1500,1000
,06-03-2025,2.1,Other,500,1800,1100
,07-03-2025,0.7,Other,500,1500,1000
,08-03-2025,2.8,Other,500,1500,1000
,10-03-2025,2.9,Other,500,1500,1000
,11-03-2025,4.1,Other,500,1500,1000
,12-03-2025,1.5,Other,500,1600,1000
,13-03-2025,2.5,Other,500,1600,1000
,15-03-2025,1.3,Other,500,1600,1000
,17-03-2025,2.3,Other,500,1600,1000
,18-03-2025,2.6,Other,500,1000,700
,20-03-2025,2.6,Other,500,1000,700
,21-03-2025,2.1,Other,500,1300,800
,22-03-2025,0.3,Other,500,1300,800
,24-03-2025,1.1,Other,500,1200,1000
,25-03-2025,1.2,Other,500,1000,700
,26-03-2025,1.4,Other,500,1000,700
,27-03-2025,2.9,Other,500,1200,900
,28-03-2025,0.5,Other,500,1000,800
,27-03-2025,2.9,Other,500,1200,900
,28-03-2025,0.5,Other,500,1000,800
