Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
,01/13/2025,0.2,Other,2500,2500,2500
,01/17/2025,0.3,Other,2550,2550,2550
,01/18/2025,0.3,Other,2751,2751,2751
,01/30/2025,0.6,Other,2300,2300,2300
Chopada,01-02-2025,0.3,Other,2731,2731,2731
,01-07-2025,0.1,Other,3100,3100,3100
,01-08-2025,0.6,Other,2152,3008,2870
,01-10-2025,0.5,Other,2452,3062,3000
,01/13/2025,0.6,Other,2800,3126,2851
,01/16/2025,0.2,Other,2975,3032,2975
,01/17/2025,0.1,Other,2901,2901,2901
,01/18/2025,1.5,Other,3035,3035,3035
,01/22/2025,0.1,Other,2899,2899,2899
,01/23/2025,0.2,Other,2900,3100,2900
,01/31/2025,0.1,Other,2751,2751,2751
Deoulgaon Raja,01/13/2025,0.9,Other,2351,3000,2600
,01/22/2025,0.2,Other,2100,2700,2700
Devala,01-01-2025,0.1,Other,2205,2700,2700
,01-03-2025,0.2,Other,2370,2400,2400
,01-06-2025,0.3,Other,2450,2845,2845
,01-08-2025,0.1,Other,2400,2400,2400
,01-09-2025,0.2,Other,2700,2985,2985
,01-10-2025,0.2,Other,2580,2915,2915
,01/16/2025,0.4,Other,2400,2880,2700
,01/17/2025,0.2,Other,2000,2850,2850
,01/20/2025,0.3,Other,2625,2900,2775
,01/21/2025,0.5,Other,2625,3055,3055
,01/22/2025,0.2,Other,2625,2880,2880
,01/24/2025,1.2,Other,2625,3130,2840
,01/27/2025,0.2,Other,2625,2735,2735
,01/28/2025,0.6,Other,2895,2950,2925
,01/30/2025,0.4,Other,2855,3280,3060
,01/31/2025,0.1,Other,2910,2910,2910
Dhule,01-01-2025,5.1,Other,2200,2855,2450
,01-02-2025,5,Other,2075,3050,2670
,01-03-2025,7,Other,2000,2905,2435
,01-04-2025,8.4,Other,2235,2600,2285
,01-06-2025,0.3,Other,2145,2810,2600
,01-07-2025,6.3,Other,2000,3050,2485
,01-08-2025,4.9,Other,2150,3055,2515
,01-09-2025,5.6,Other,2264,2800,2705
,01-10-2025,1.6,Other,2250,3275,2931
,01-11-2025,2.4,Other,2286,2412,2298
,01/14/2025,3.9,Other,2205,2900,2600
,01/24/2025,3.7,Other,1870,3000,2625
,01/25/2025,2.7,Other,2500,2600,2550
,01/27/2025,4.2,Other,2625,3205,2655
,,,Other,2260,2624,2600
,01/28/2025,12.4,Other,2230,2624,2500
,01/29/2025,3.5,Other,2625,3100,2750
,,,Other,2200,2624,2580
,01/30/2025,4.7,Other,2625,3005,2705
,,,Other,2231,2624,2400
,01/31/2025,1.2,Other,2625,3000,2700
,,,Other,2080,2624,2550
Dondaicha,01-03-2025,1.5,Other,2225,3000,2500
,01-06-2025,1.4,Other,2500,2551,2500
,01-07-2025,0.8,Other,2400,2800,2551
,01-10-2025,3.7,Other,2400,2701,2500
,01/13/2025,0.7,Other,2401,2800,2691
,01/15/2025,2.1,Other,2600,2700,2600
,01/16/2025,0.3,Other,2512,2526,2512
,01/17/2025,0.5,Other,2512,2651,2512
,01/23/2025,0.5,Other,2225,2550,2500
,01/24/2025,1.8,Other,2625,2800,2625
,01/27/2025,1.1,Other,2625,2861,2825
,01/28/2025,0.8,Other,2634,2634,2634
,01/29/2025,0.7,Other,1701,2301,2300
,01/30/2025,5.1,Other,2199,2624,2400
,01/31/2025,1.9,Other,2200,2500,2301
Dound,01-02-2025,1.3,Other,2600,3000,2800
,01-05-2025,0.3,Other,2650,2650,2650
,01-09-2025,1.7,Other,2300,3000,2600
,01-12-2025,2.4,Other,2000,2751,2500
,01/16/2025,2.3,Other,2000,3000,2650
,01/19/2025,0.4,Other,2500,2900,2900
,01/26/2025,0.5,Other,2700,2900,2700
,01/30/2025,0.6,Other,2400,2400,2400
,,,Other,2650,2800,2650
Gangapur,01-01-2025,1.2,Other,2501,2940,2841
,01-02-2025,2,Other,2726,2986,2870
,01-03-2025,2,Other,2475,3026,2800
,01-04-2025,1.8,Other,2800,3000,2980
,01-06-2025,1.1,Other,2200,2901,2600
,01-07-2025,4.2,Other,2275,2990,2700
,01-08-2025,1.5,Other,2800,3000,2925
,01-09-2025,1.3,Other,2440,2945,2920
,01-10-2025,1.9,Other,2675,2995,2805
,01-11-2025,2.9,Other,2400,2961,2800
,01/13/2025,1.8,Other,2886,3000,2900
,01/14/2025,1.8,Other,2890,3011,2960
,01/16/2025,6.1,Other,2900,3000,2941
,01/17/2025,4.5,Other,2700,2970,2800
,01/18/2025,1,Other,2700,3000,2900
,01/20/2025,1.7,Other,2800,2970,2900
,01/22/2025,1.5,Other,2670,3200,2900
,01/23/2025,1.2,Other,2700,3025,2900
,01/24/2025,1.1,Other,2640,2841,2700
,01/25/2025,0.9,Other,2800,2900,2850
,01/27/2025,3.2,Other,2625,2980,2800
,01/28/2025,5.1,Other,2639,2921,2800
,01/30/2025,2.3,Other,2750,2940,2890
,01/31/2025,2,Other,2625,3001,2850
Gevrai,01-03-2025,1.2,Other,2100,2900,2500
,01-07-2025,7,Other,2100,3020,2861
,01-08-2025,1.2,Other,2500,3151,2850
,01-10-2025,2.1,Other,2550,3181,2850
,01-11-2025,1.1,Other,2500,2900,2700
,01/13/2025,5.1,Other,2500,3090,2750
,01/14/2025,2.4,Other,2116,2975,2650
,01/15/2025,4.8,Other,1850,3244,2700
,01/16/2025,4.3,Other,2450,3281,2850
,01/17/2025,3.7,Other,2500,3101,2900
,01/18/2025,1.7,Other,2650,3000,2850
,01/20/2025,3,Other,2625,3200,2925
,01/21/2025,0.6,Other,2650,2950,2775
,01/23/2025,2.7,Other,2650,3200,2775
,01/24/2025,3.5,Other,2650,3049,2850
,01/25/2025,0.4,Other,2850,3075,2950
,01/27/2025,2.5,Other,2625,3000,2800
,01/28/2025,2.3,Other,2625,3151,2750
,01/30/2025,2.7,Other,2625,3150,2825
,01/31/2025,1.6,Other,2625,3152,3000
Jalana,01-01-2025,9.2,Other,2300,3075,2850
,01-02-2025,11.3,Other,2075,3150,2850
,01-03-2025,10.5,Other,2150,3166,2800
,01-06-2025,16.5,Other,2150,3240,2800
,01-07-2025,7.3,Other,2175,3100,2850
,01-09-2025,12.8,Other,2200,3100,2800
,01-10-2025,16.8,Other,2100,3100,2800
,01-11-2025,3.1,Other,2600,3100,2950
,01/13/2025,9.7,Other,2500,3200,2800
,01/14/2025,2.7,Other,3000,3019,3019
,01/15/2025,3.3,Other,2500,3100,2950
,01/16/2025,12.8,Other,2075,3300,2875
,01/17/2025,5.3,Other,2100,3251,2800
,01/18/2025,10,Other,2100,3375,2800
,01/21/2025,9.6,Other,2500,3165,2800
,01/22/2025,8.7,Other,2050,3231,2800
,01/23/2025,5.7,Other,2400,2914,2850
,01/24/2025,1.1,Other,2500,3200,2850
,01/25/2025,8.1,Other,1800,3025,2700
,01/27/2025,9,Other,2000,2500,2500
,,,Other,3000,3000,3000
,01/28/2025,7.2,Other,2825,3100,2825
,,,Other,2100,2100,2100
,01/30/2025,6.6,Other,2200,2200,2200
,,,Other,2800,3000,2800
,01/31/2025,3.8,Other,2150,2150,2150
,,,Other,2900,3000,2900
Jalgaon,01-06-2025,0.1,Other,2950,2950,2950
Jamkhed,01-03-2025,0.4,Other,2000,3000,2500
,01-06-2025,1.3,Other,2700,3000,2850
,01-10-2025,0.2,Other,2800,3200,3000
,01-11-2025,0.1,Other,2750,2750,2750
,01/16/2025,0.1,Other,3000,3000,3000
,01/18/2025,0.4,Other,2600,2900,2750
Kada,01/20/2025,3.5,Other,2900,3100,3000
Kalvan,01/23/2025,0.5,Other,2351,2351,2351
,01/24/2025,0.4,Other,2311,2311,2311
,01/25/2025,0.5,Other,2311,2311,2311
,01/27/2025,0.4,Other,2251,2251,2251
,01/28/2025,0.5,Other,2201,2201,2201
Kalyan,01-01-2025,0.3,Other,3000,3300,3150
,01-02-2025,0.3,Other,3000,3300,3150
,01-03-2025,0.3,Other,3000,3300,3150
,01-04-2025,0.3,Other,3000,3300,3150
,01-06-2025,0.3,Other,3000,3300,3150
,01-07-2025,0.3,Other,3000,3300,3150
,01-08-2025,0.3,Other,3000,3300,3150
,01-09-2025,0.3,Other,3000,3300,3150
,01-10-2025,0.3,Other,3000,3300,3150
,01-11-2025,0.3,Other,3000,3300,3150
,01/13/2025,0.3,Other,3000,3300,3150
,01/14/2025,0.3,Other,3000,3300,3150
,01/15/2025,0.3,Other,3000,3300,3150
,01/16/2025,0.3,Other,3000,3300,3150
,01/17/2025,0.3,Other,3000,3300,3150
,01/18/2025,0.3,Other,3000,3300,3150
,01/19/2025,0.3,Other,3000,3300,3150
,01/20/2025,0.3,Other,3000,3300,3150
,01/21/2025,0.3,Other,3000,3300,3170
,01/22/2025,0.3,Other,3000,3300,3170
,01/23/2025,0.3,Other,3000,3300,3150
,01/24/2025,0.3,Other,3000,3400,3200
,01/25/2025,0.3,Other,3000,3400,3200
,01/26/2025,0.3,Other,3000,3400,3200
,01/27/2025,0.3,Other,3000,3400,3200
,01/28/2025,0.3,Other,3000,3500,3250
,01/29/2025,0.3,Other,3000,3400,3200
,01/30/2025,0.3,Other,3000,3400,3200
,01/31/2025,0.3,Other,3000,3400,3200
Kannad,01-01-2025,0.2,Other,2600,2850,2725
,01-02-2025,0.7,Other,2000,2950,2475
,01-07-2025,0.6,Other,2911,3000,2955
,01-09-2025,1.5,Other,2700,3001,2850
,01-11-2025,0.2,Other,3000,3000,3000
,01-12-2025,2.3,Other,2500,3000,2750
,01/16/2025,0.8,Other,2700,2900,2800
,01/17/2025,1.2,Other,2100,3000,2550
,01/28/2025,0.7,Other,2650,3050,2800
Karjat,01-01-2025,1.6,Other,2200,2800,2500
,01-03-2025,0.4,Other,2400,2600,2400
,01-04-2025,0.8,Other,2600,2800,2600
,01-05-2025,0.6,Other,2300,2600,2300
,01-06-2025,0.1,Other,2500,2500,2500
,01-07-2025,1.6,Other,2200,2800,2500
,01-08-2025,0.3,Other,2700,2700,2700
,01-09-2025,0.4,Other,2400,2600,2400
,01-10-2025,0.8,Other,2300,2600,2300
,01-11-2025,0.9,Other,2500,2700,2500
,01-12-2025,0.4,Other,2500,2700,2500
,01/15/2025,0.8,Other,2300,2650,2300
,01/16/2025,0.1,Other,2500,2500,2500
,01/17/2025,0.1,Other,2500,2500,2500
,01/18/2025,1.1,Other,2300,2700,2500
,01/19/2025,0.4,Other,2400,2600,2400
,01/20/2025,0.3,Other,2500,2500,2500
,01/22/2025,1.3,Other,2300,2624,2450
,01/23/2025,1.2,Other,2300,2550,2300
,01/24/2025,0.6,Other,2500,2500,2500
,01/25/2025,0.4,Other,2500,2500,2500
,01/29/2025,0.5,Other,2500,2500,2500
,01/30/2025,1,Other,2625,3000,2625
,01/31/2025,0.1,Other,2500,2500,2500
Karmala,01-09-2025,0.1,Other,2301,2301,2301
,01-10-2025,0.4,Other,2500,2601,2501
,01/13/2025,0.3,Other,2400,2811,2700
,01/20/2025,0.1,Other,2500,2500,2500
,01/27/2025,0.3,Other,2700,3000,2700
,01/28/2025,0.3,Other,2200,2200,2200
,01/29/2025,0.1,Other,2750,2750,2750
Khamgaon,01-06-2025,0.5,Other,2750,2750,2750
,01-10-2025,0.3,Other,1980,1980,1980
,01/16/2025,2,Other,2000,2000,2000
Kille Dharur,01-03-2025,4,Other,2200,4302,3301
,01-04-2025,0.2,Other,3000,3000,3000
,01/17/2025,1.3,Other,2500,4051,3500
